id;name;height;weight;hp;attack;defense;s_attack;s_defense;speed;type;evo_set;info;text_basic;height_text;weight_text;hp_text;attack_text;defense_text;s_attack_text;s_defense_text;speed_text;full_text
410;shieldon;5;570;30;42;118;42;88;30;{rock,steel};212;A PokÈmon that lived in jungles around 100 million years ago. Its facial hide is extremely hard.;shieldon: A PokÈmon that lived in jungles around 100 million years ago. Its facial hide is extremely hard.;Shieldon is 5 decimeters tall.;Shieldon weighs 570 hectograms.;Shieldon has 30 HP.;Shieldon has 42 attack points.;Shieldon has 118 defense points.;Shieldon has 42 special attack.;Shieldon has 88 special defense.;Shieldon has 30 speed.;shieldon: A PokÈmon that lived in jungles around 100 million years ago. Its facial hide is extremely hard. shieldon is 5 decimeters tall. shieldon weighs 570 hectograms. shieldon has 30 HP. shieldon has 42 attack points. shieldon has 118 defense points. shieldon has 42 special attack. shieldon has 88 special defense. shieldon has 30 speed.
411;bastiodon;13;1495;60;52;168;47;138;30;{rock,steel};212;Any frontal attack is repulsed. It is a docile PokÈmon that feeds on grass and berries.;bastiodon: Any frontal attack is repulsed. It is a docile PokÈmon that feeds on grass and berries.;Bastiodon is 13 decimeters tall.;Bastiodon weighs 1495 hectograms.;Bastiodon has 60 HP.;Bastiodon has 52 attack points.;Bastiodon has 168 defense points.;Bastiodon has 47 special attack.;Bastiodon has 138 special defense.;Bastiodon has 30 speed.;bastiodon: Any frontal attack is repulsed. It is a docile PokÈmon that feeds on grass and berries. bastiodon is 13 decimeters tall. bastiodon weighs 1495 hectograms. bastiodon has 60 HP. bastiodon has 52 attack points. bastiodon has 168 defense points. bastiodon has 47 special attack. bastiodon has 138 special defense. bastiodon has 30 speed.
412;burmy;2;34;40;29;45;29;45;36;{bug};213;To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.;burmy: To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.;Burmy is 2 decimeters tall.;Burmy weighs 34 hectograms.;Burmy has 40 HP.;Burmy has 29 attack points.;Burmy has 45 defense points.;Burmy has 29 special attack.;Burmy has 45 special defense.;Burmy has 36 speed.;burmy: To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves. burmy is 2 decimeters tall. burmy weighs 34 hectograms. burmy has 40 HP. burmy has 29 attack points. burmy has 45 defense points. burmy has 29 special attack. burmy has 45 special defense. burmy has 36 speed.
413;wormadam;5;65;60;59;85;79;105;36;{bug,grass};213;When BURMY evolved, its cloak became a part of this PokÈmonís body. The cloak is never shed.;wormadam: When BURMY evolved, its cloak became a part of this PokÈmonís body. The cloak is never shed.;Wormadam is 5 decimeters tall.;Wormadam weighs 65 hectograms.;Wormadam has 60 HP.;Wormadam has 59 attack points.;Wormadam has 85 defense points.;Wormadam has 79 special attack.;Wormadam has 105 special defense.;Wormadam has 36 speed.;wormadam: When BURMY evolved, its cloak became a part of this PokÈmonís body. The cloak is never shed. wormadam is 5 decimeters tall. wormadam weighs 65 hectograms. wormadam has 60 HP. wormadam has 59 attack points. wormadam has 85 defense points. wormadam has 79 special attack. wormadam has 105 special defense. wormadam has 36 speed.
414;mothim;9;233;70;94;50;94;50;66;{bug,flying};213;It loves the honey of flowers and steals honey collected by COMBEE.;mothim: It loves the honey of flowers and steals honey collected by COMBEE.;Mothim is 9 decimeters tall.;Mothim weighs 233 hectograms.;Mothim has 70 HP.;Mothim has 94 attack points.;Mothim has 50 defense points.;Mothim has 94 special attack.;Mothim has 50 special defense.;Mothim has 66 speed.;mothim: It loves the honey of flowers and steals honey collected by COMBEE. mothim is 9 decimeters tall. mothim weighs 233 hectograms. mothim has 70 HP. mothim has 94 attack points. mothim has 50 defense points. mothim has 94 special attack. mothim has 50 special defense. mothim has 66 speed.
415;combee;3;55;30;30;42;30;42;70;{bug,flying};214;A PokÈmon formed by three others. It busily carries sweet floral honey to VESPIQUEN.;combee: A PokÈmon formed by three others. It busily carries sweet floral honey to VESPIQUEN.;Combee is 3 decimeters tall.;Combee weighs 55 hectograms.;Combee has 30 HP.;Combee has 30 attack points.;Combee has 42 defense points.;Combee has 30 special attack.;Combee has 42 special defense.;Combee has 70 speed.;combee: A PokÈmon formed by three others. It busily carries sweet floral honey to VESPIQUEN. combee is 3 decimeters tall. combee weighs 55 hectograms. combee has 30 HP. combee has 30 attack points. combee has 42 defense points. combee has 30 special attack. combee has 42 special defense. combee has 70 speed.
416;vespiquen;12;385;70;80;102;80;102;40;{bug,flying};214;Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by COMBEE.;vespiquen: Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by COMBEE.;Vespiquen is 12 decimeters tall.;Vespiquen weighs 385 hectograms.;Vespiquen has 70 HP.;Vespiquen has 80 attack points.;Vespiquen has 102 defense points.;Vespiquen has 80 special attack.;Vespiquen has 102 special defense.;Vespiquen has 40 speed.;vespiquen: Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by COMBEE. vespiquen is 12 decimeters tall. vespiquen weighs 385 hectograms. vespiquen has 70 HP. vespiquen has 80 attack points. vespiquen has 102 defense points. vespiquen has 80 special attack. vespiquen has 102 special defense. vespiquen has 40 speed.
417;pachirisu;4;39;60;45;70;45;90;95;{electric};215;It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.;pachirisu: It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.;Pachirisu is 4 decimeters tall.;Pachirisu weighs 39 hectograms.;Pachirisu has 60 HP.;Pachirisu has 45 attack points.;Pachirisu has 70 defense points.;Pachirisu has 45 special attack.;Pachirisu has 90 special defense.;Pachirisu has 95 speed.;pachirisu: It makes fur balls that crackle with static electricity. It stores them with berries in tree holes. pachirisu is 4 decimeters tall. pachirisu weighs 39 hectograms. pachirisu has 60 HP. pachirisu has 45 attack points. pachirisu has 70 defense points. pachirisu has 45 special attack. pachirisu has 90 special defense. pachirisu has 95 speed.
418;buizel;7;295;55;65;35;60;30;85;{water};216;It has a flotation sac that is like an inflatable collar. It floats on water with its head out.;buizel: It has a flotation sac that is like an inflatable collar. It floats on water with its head out.;Buizel is 7 decimeters tall.;Buizel weighs 295 hectograms.;Buizel has 55 HP.;Buizel has 65 attack points.;Buizel has 35 defense points.;Buizel has 60 special attack.;Buizel has 30 special defense.;Buizel has 85 speed.;buizel: It has a flotation sac that is like an inflatable collar. It floats on water with its head out. buizel is 7 decimeters tall. buizel weighs 295 hectograms. buizel has 55 HP. buizel has 65 attack points. buizel has 35 defense points. buizel has 60 special attack. buizel has 30 special defense. buizel has 85 speed.
419;floatzel;11;335;85;105;55;85;50;115;{water};216;It floats using its well-developed flotation sac. It assists in the rescues of drowning people.;floatzel: It floats using its well-developed flotation sac. It assists in the rescues of drowning people.;Floatzel is 11 decimeters tall.;Floatzel weighs 335 hectograms.;Floatzel has 85 HP.;Floatzel has 105 attack points.;Floatzel has 55 defense points.;Floatzel has 85 special attack.;Floatzel has 50 special defense.;Floatzel has 115 speed.;floatzel: It floats using its well-developed flotation sac. It assists in the rescues of drowning people. floatzel is 11 decimeters tall. floatzel weighs 335 hectograms. floatzel has 85 HP. floatzel has 105 attack points. floatzel has 55 defense points. floatzel has 85 special attack. floatzel has 50 special defense. floatzel has 115 speed.
420;cherubi;4;33;45;35;45;62;53;35;{grass};217;The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty.;cherubi: The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty.;Cherubi is 4 decimeters tall.;Cherubi weighs 33 hectograms.;Cherubi has 45 HP.;Cherubi has 35 attack points.;Cherubi has 45 defense points.;Cherubi has 62 special attack.;Cherubi has 53 special defense.;Cherubi has 35 speed.;cherubi: The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty. cherubi is 4 decimeters tall. cherubi weighs 33 hectograms. cherubi has 45 HP. cherubi has 35 attack points. cherubi has 45 defense points. cherubi has 62 special attack. cherubi has 53 special defense. cherubi has 35 speed.
421;cherrim;5;93;70;60;70;87;78;85;{grass};217;It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.;cherrim: It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.;Cherrim is 5 decimeters tall.;Cherrim weighs 93 hectograms.;Cherrim has 70 HP.;Cherrim has 60 attack points.;Cherrim has 70 defense points.;Cherrim has 87 special attack.;Cherrim has 78 special defense.;Cherrim has 85 speed.;cherrim: It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud. cherrim is 5 decimeters tall. cherrim weighs 93 hectograms. cherrim has 70 HP. cherrim has 60 attack points. cherrim has 70 defense points. cherrim has 87 special attack. cherrim has 78 special defense. cherrim has 85 speed.
422;shellos;3;63;76;48;48;57;62;34;{water};218;Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed.;shellos: Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed.;Shellos is 3 decimeters tall.;Shellos weighs 63 hectograms.;Shellos has 76 HP.;Shellos has 48 attack points.;Shellos has 48 defense points.;Shellos has 57 special attack.;Shellos has 62 special defense.;Shellos has 34 speed.;shellos: Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed. shellos is 3 decimeters tall. shellos weighs 63 hectograms. shellos has 76 HP. shellos has 48 attack points. shellos has 48 defense points. shellos has 57 special attack. shellos has 62 special defense. shellos has 34 speed.
423;gastrodon;9;299;111;83;68;92;82;39;{water,ground};218;It has a pliable body without any bones. If any part of its body is torn off, it grows right back.;gastrodon: It has a pliable body without any bones. If any part of its body is torn off, it grows right back.;Gastrodon is 9 decimeters tall.;Gastrodon weighs 299 hectograms.;Gastrodon has 111 HP.;Gastrodon has 83 attack points.;Gastrodon has 68 defense points.;Gastrodon has 92 special attack.;Gastrodon has 82 special defense.;Gastrodon has 39 speed.;gastrodon: It has a pliable body without any bones. If any part of its body is torn off, it grows right back. gastrodon is 9 decimeters tall. gastrodon weighs 299 hectograms. gastrodon has 111 HP. gastrodon has 83 attack points. gastrodon has 68 defense points. gastrodon has 92 special attack. gastrodon has 82 special defense. gastrodon has 39 speed.
424;ambipom;12;203;75;100;66;60;66;115;{normal};93;To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.;ambipom: To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.;Ambipom is 12 decimeters tall.;Ambipom weighs 203 hectograms.;Ambipom has 75 HP.;Ambipom has 100 attack points.;Ambipom has 66 defense points.;Ambipom has 60 special attack.;Ambipom has 66 special defense.;Ambipom has 115 speed.;ambipom: To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now. ambipom is 12 decimeters tall. ambipom weighs 203 hectograms. ambipom has 75 HP. ambipom has 100 attack points. ambipom has 66 defense points. ambipom has 60 special attack. ambipom has 66 special defense. ambipom has 115 speed.
425;drifloon;4;12;90;50;34;60;44;70;{ghost,flying};219;A PokÈmon formed by the spirits of people and PokÈmon. It loves damp, humid seasons.;drifloon: A PokÈmon formed by the spirits of people and PokÈmon. It loves damp, humid seasons.;Drifloon is 4 decimeters tall.;Drifloon weighs 12 hectograms.;Drifloon has 90 HP.;Drifloon has 50 attack points.;Drifloon has 34 defense points.;Drifloon has 60 special attack.;Drifloon has 44 special defense.;Drifloon has 70 speed.;drifloon: A PokÈmon formed by the spirits of people and PokÈmon. It loves damp, humid seasons. drifloon is 4 decimeters tall. drifloon weighs 12 hectograms. drifloon has 90 HP. drifloon has 50 attack points. drifloon has 34 defense points. drifloon has 60 special attack. drifloon has 44 special defense. drifloon has 70 speed.
426;drifblim;12;150;150;80;44;90;54;80;{ghost,flying};219;At dusk, swarms of them are carried aloft on winds. When noticed, they suddenly vanish.;drifblim: At dusk, swarms of them are carried aloft on winds. When noticed, they suddenly vanish.;Drifblim is 12 decimeters tall.;Drifblim weighs 150 hectograms.;Drifblim has 150 HP.;Drifblim has 80 attack points.;Drifblim has 44 defense points.;Drifblim has 90 special attack.;Drifblim has 54 special defense.;Drifblim has 80 speed.;drifblim: At dusk, swarms of them are carried aloft on winds. When noticed, they suddenly vanish. drifblim is 12 decimeters tall. drifblim weighs 150 hectograms. drifblim has 150 HP. drifblim has 80 attack points. drifblim has 44 defense points. drifblim has 90 special attack. drifblim has 54 special defense. drifblim has 80 speed.
427;buneary;4;55;55;66;44;44;56;85;{normal};220;It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain.;buneary: It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain.;Buneary is 4 decimeters tall.;Buneary weighs 55 hectograms.;Buneary has 55 HP.;Buneary has 66 attack points.;Buneary has 44 defense points.;Buneary has 44 special attack.;Buneary has 56 special defense.;Buneary has 85 speed.;buneary: It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain. buneary is 4 decimeters tall. buneary weighs 55 hectograms. buneary has 55 HP. buneary has 66 attack points. buneary has 44 defense points. buneary has 44 special attack. buneary has 56 special defense. buneary has 85 speed.
428;lopunny;12;333;65;76;84;54;96;105;{normal};220;An extremely cautious PokÈmon. It cloaks its body with its fluffy ear fur when it senses danger.;lopunny: An extremely cautious PokÈmon. It cloaks its body with its fluffy ear fur when it senses danger.;Lopunny is 12 decimeters tall.;Lopunny weighs 333 hectograms.;Lopunny has 65 HP.;Lopunny has 76 attack points.;Lopunny has 84 defense points.;Lopunny has 54 special attack.;Lopunny has 96 special defense.;Lopunny has 105 speed.;lopunny: An extremely cautious PokÈmon. It cloaks its body with its fluffy ear fur when it senses danger. lopunny is 12 decimeters tall. lopunny weighs 333 hectograms. lopunny has 65 HP. lopunny has 76 attack points. lopunny has 84 defense points. lopunny has 54 special attack. lopunny has 96 special defense. lopunny has 105 speed.
429;mismagius;9;44;60;60;60;105;105;105;{ghost};98;Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations.;mismagius: Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations.;Mismagius is 9 decimeters tall.;Mismagius weighs 44 hectograms.;Mismagius has 60 HP.;Mismagius has 60 attack points.;Mismagius has 60 defense points.;Mismagius has 105 special attack.;Mismagius has 105 special defense.;Mismagius has 105 speed.;mismagius: Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations. mismagius is 9 decimeters tall. mismagius weighs 44 hectograms. mismagius has 60 HP. mismagius has 60 attack points. mismagius has 60 defense points. mismagius has 105 special attack. mismagius has 105 special defense. mismagius has 105 speed.
430;honchkrow;9;273;100;125;52;105;52;71;{dark,flying};97;Becoming active at night, it is known to swarm with numerous MURKROW in tow.;honchkrow: Becoming active at night, it is known to swarm with numerous MURKROW in tow.;Honchkrow is 9 decimeters tall.;Honchkrow weighs 273 hectograms.;Honchkrow has 100 HP.;Honchkrow has 125 attack points.;Honchkrow has 52 defense points.;Honchkrow has 105 special attack.;Honchkrow has 52 special defense.;Honchkrow has 71 speed.;honchkrow: Becoming active at night, it is known to swarm with numerous MURKROW in tow. honchkrow is 9 decimeters tall. honchkrow weighs 273 hectograms. honchkrow has 100 HP. honchkrow has 125 attack points. honchkrow has 52 defense points. honchkrow has 105 special attack. honchkrow has 52 special defense. honchkrow has 71 speed.
431;glameow;5;39;49;55;42;42;37;85;{normal};221;It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.;glameow: It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.;Glameow is 5 decimeters tall.;Glameow weighs 39 hectograms.;Glameow has 49 HP.;Glameow has 55 attack points.;Glameow has 42 defense points.;Glameow has 42 special attack.;Glameow has 37 special defense.;Glameow has 85 speed.;glameow: It claws if displeased and purrs when affectionate. Its fickleness is very popular among some. glameow is 5 decimeters tall. glameow weighs 39 hectograms. glameow has 49 HP. glameow has 55 attack points. glameow has 42 defense points. glameow has 42 special attack. glameow has 37 special defense. glameow has 85 speed.
432;purugly;10;438;71;82;64;64;59;112;{normal};221;It is a brazen brute that barges its way into another PokÈmonís nest and claims it as its own.;purugly: It is a brazen brute that barges its way into another PokÈmonís nest and claims it as its own.;Purugly is 10 decimeters tall.;Purugly weighs 438 hectograms.;Purugly has 71 HP.;Purugly has 82 attack points.;Purugly has 64 defense points.;Purugly has 64 special attack.;Purugly has 59 special defense.;Purugly has 112 speed.;purugly: It is a brazen brute that barges its way into another PokÈmonís nest and claims it as its own. purugly is 10 decimeters tall. purugly weighs 438 hectograms. purugly has 71 HP. purugly has 82 attack points. purugly has 64 defense points. purugly has 64 special attack. purugly has 59 special defense. purugly has 112 speed.
433;chingling;2;6;45;30;50;65;50;45;{psychic};184;It emits cries by agitating an orb at the back of its throat. It moves with flouncing hops.;chingling: It emits cries by agitating an orb at the back of its throat. It moves with flouncing hops.;Chingling is 2 decimeters tall.;Chingling weighs 6 hectograms.;Chingling has 45 HP.;Chingling has 30 attack points.;Chingling has 50 defense points.;Chingling has 65 special attack.;Chingling has 50 special defense.;Chingling has 45 speed.;chingling: It emits cries by agitating an orb at the back of its throat. It moves with flouncing hops. chingling is 2 decimeters tall. chingling weighs 6 hectograms. chingling has 45 HP. chingling has 30 attack points. chingling has 50 defense points. chingling has 65 special attack. chingling has 50 special defense. chingling has 45 speed.
434;stunky;4;192;63;63;47;41;41;74;{poison,dark};223;It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.;stunky: It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.;Stunky is 4 decimeters tall.;Stunky weighs 192 hectograms.;Stunky has 63 HP.;Stunky has 63 attack points.;Stunky has 47 defense points.;Stunky has 41 special attack.;Stunky has 41 special defense.;Stunky has 74 speed.;stunky: It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours. stunky is 4 decimeters tall. stunky weighs 192 hectograms. stunky has 63 HP. stunky has 63 attack points. stunky has 47 defense points. stunky has 41 special attack. stunky has 41 special defense. stunky has 74 speed.
435;skuntank;10;380;103;93;67;71;61;84;{poison,dark};223;It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet.;skuntank: It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet.;Skuntank is 10 decimeters tall.;Skuntank weighs 380 hectograms.;Skuntank has 103 HP.;Skuntank has 93 attack points.;Skuntank has 67 defense points.;Skuntank has 71 special attack.;Skuntank has 61 special defense.;Skuntank has 84 speed.;skuntank: It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet. skuntank is 10 decimeters tall. skuntank weighs 380 hectograms. skuntank has 103 HP. skuntank has 93 attack points. skuntank has 67 defense points. skuntank has 71 special attack. skuntank has 61 special defense. skuntank has 84 speed.
436;bronzor;5;605;57;24;86;24;86;23;{steel,psychic};224;Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.;bronzor: Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.;Bronzor is 5 decimeters tall.;Bronzor weighs 605 hectograms.;Bronzor has 57 HP.;Bronzor has 24 attack points.;Bronzor has 86 defense points.;Bronzor has 24 special attack.;Bronzor has 86 special defense.;Bronzor has 23 speed.;bronzor: Implements shaped like it were discovered in ancient tombs. It is unknown if they are related. bronzor is 5 decimeters tall. bronzor weighs 605 hectograms. bronzor has 57 HP. bronzor has 24 attack points. bronzor has 86 defense points. bronzor has 24 special attack. bronzor has 86 special defense. bronzor has 23 speed.
437;bronzong;13;1870;67;89;116;79;116;33;{steel,psychic};224;One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep.;bronzong: One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep.;Bronzong is 13 decimeters tall.;Bronzong weighs 1870 hectograms.;Bronzong has 67 HP.;Bronzong has 89 attack points.;Bronzong has 116 defense points.;Bronzong has 79 special attack.;Bronzong has 116 special defense.;Bronzong has 33 speed.;bronzong: One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep. bronzong is 13 decimeters tall. bronzong weighs 1870 hectograms. bronzong has 67 HP. bronzong has 89 attack points. bronzong has 116 defense points. bronzong has 79 special attack. bronzong has 116 special defense. bronzong has 33 speed.
438;bonsly;5;150;50;80;95;10;45;10;{rock};91;It looks as if it is always crying. It is actually adjusting its bodyís fluid levels by eliminating excess.;bonsly: It looks as if it is always crying. It is actually adjusting its bodyís fluid levels by eliminating excess.;Bonsly is 5 decimeters tall.;Bonsly weighs 150 hectograms.;Bonsly has 50 HP.;Bonsly has 80 attack points.;Bonsly has 95 defense points.;Bonsly has 10 special attack.;Bonsly has 45 special defense.;Bonsly has 10 speed.;bonsly: It looks as if it is always crying. It is actually adjusting its bodyís fluid levels by eliminating excess. bonsly is 5 decimeters tall. bonsly weighs 150 hectograms. bonsly has 50 HP. bonsly has 80 attack points. bonsly has 95 defense points. bonsly has 10 special attack. bonsly has 45 special defense. bonsly has 10 speed.
439;mime-jr;6;130;20;25;45;70;90;60;{psychic,fairy};57;It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this PokÈmon.;mime-jr: It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this PokÈmon.;Mime-Jr is 6 decimeters tall.;Mime-Jr weighs 130 hectograms.;Mime-Jr has 20 HP.;Mime-Jr has 25 attack points.;Mime-Jr has 45 defense points.;Mime-Jr has 70 special attack.;Mime-Jr has 90 special defense.;Mime-Jr has 60 speed.;mime-jr: It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this PokÈmon. mime-jr is 6 decimeters tall. mime-jr weighs 130 hectograms. mime-jr has 20 HP. mime-jr has 25 attack points. mime-jr has 45 defense points. mime-jr has 70 special attack. mime-jr has 90 special defense. mime-jr has 60 speed.
440;happiny;6;244;100;5;5;15;65;30;{normal};51;It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY.;happiny: It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY.;Happiny is 6 decimeters tall.;Happiny weighs 244 hectograms.;Happiny has 100 HP.;Happiny has 5 attack points.;Happiny has 5 defense points.;Happiny has 15 special attack.;Happiny has 65 special defense.;Happiny has 30 speed.;happiny: It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY. happiny is 6 decimeters tall. happiny weighs 244 hectograms. happiny has 100 HP. happiny has 5 attack points. happiny has 5 defense points. happiny has 15 special attack. happiny has 65 special defense. happiny has 30 speed.
441;chatot;5;19;76;65;45;92;42;91;{normal,flying};228;It can learn and speak human words. If they gather, they all learn the same saying.;chatot: It can learn and speak human words. If they gather, they all learn the same saying.;Chatot is 5 decimeters tall.;Chatot weighs 19 hectograms.;Chatot has 76 HP.;Chatot has 65 attack points.;Chatot has 45 defense points.;Chatot has 92 special attack.;Chatot has 42 special defense.;Chatot has 91 speed.;chatot: It can learn and speak human words. If they gather, they all learn the same saying. chatot is 5 decimeters tall. chatot weighs 19 hectograms. chatot has 76 HP. chatot has 65 attack points. chatot has 45 defense points. chatot has 92 special attack. chatot has 42 special defense. chatot has 91 speed.
442;spiritomb;10;1080;50;92;108;92;108;35;{ghost,dark};229;A PokÈmon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.;spiritomb: A PokÈmon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.;Spiritomb is 10 decimeters tall.;Spiritomb weighs 1080 hectograms.;Spiritomb has 50 HP.;Spiritomb has 92 attack points.;Spiritomb has 108 defense points.;Spiritomb has 92 special attack.;Spiritomb has 108 special defense.;Spiritomb has 35 speed.;spiritomb: A PokÈmon that was formed by 108 spirits. It is bound to a fissure in an odd keystone. spiritomb is 10 decimeters tall. spiritomb weighs 1080 hectograms. spiritomb has 50 HP. spiritomb has 92 attack points. spiritomb has 108 defense points. spiritomb has 92 special attack. spiritomb has 108 special defense. spiritomb has 35 speed.
443;gible;7;205;58;70;45;40;45;42;{dragon,ground};230;It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.;gible: It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.;Gible is 7 decimeters tall.;Gible weighs 205 hectograms.;Gible has 58 HP.;Gible has 70 attack points.;Gible has 45 defense points.;Gible has 40 special attack.;Gible has 45 special defense.;Gible has 42 speed.;gible: It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close. gible is 7 decimeters tall. gible weighs 205 hectograms. gible has 58 HP. gible has 70 attack points. gible has 45 defense points. gible has 40 special attack. gible has 45 special defense. gible has 42 speed.
444;gabite;14;560;68;90;65;50;55;82;{dragon,ground};230;There is a long-held belief that medicine made from its scales will heal even incurable illnesses.;gabite: There is a long-held belief that medicine made from its scales will heal even incurable illnesses.;Gabite is 14 decimeters tall.;Gabite weighs 560 hectograms.;Gabite has 68 HP.;Gabite has 90 attack points.;Gabite has 65 defense points.;Gabite has 50 special attack.;Gabite has 55 special defense.;Gabite has 82 speed.;gabite: There is a long-held belief that medicine made from its scales will heal even incurable illnesses. gabite is 14 decimeters tall. gabite weighs 560 hectograms. gabite has 68 HP. gabite has 90 attack points. gabite has 65 defense points. gabite has 50 special attack. gabite has 55 special defense. gabite has 82 speed.
445;garchomp;19;950;108;130;95;80;85;102;{dragon,ground};230;When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed.;garchomp: When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed.;Garchomp is 19 decimeters tall.;Garchomp weighs 950 hectograms.;Garchomp has 108 HP.;Garchomp has 130 attack points.;Garchomp has 95 defense points.;Garchomp has 80 special attack.;Garchomp has 85 special defense.;Garchomp has 102 speed.;garchomp: When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed. garchomp is 19 decimeters tall. garchomp weighs 950 hectograms. garchomp has 108 HP. garchomp has 130 attack points. garchomp has 95 defense points. garchomp has 80 special attack. garchomp has 85 special defense. garchomp has 102 speed.
446;munchlax;6;1050;135;85;40;40;85;5;{normal};72;It wolfs down its weight in food once a day, swallowing food whole with almost no chewing.;munchlax: It wolfs down its weight in food once a day, swallowing food whole with almost no chewing.;Munchlax is 6 decimeters tall.;Munchlax weighs 1050 hectograms.;Munchlax has 135 HP.;Munchlax has 85 attack points.;Munchlax has 40 defense points.;Munchlax has 40 special attack.;Munchlax has 85 special defense.;Munchlax has 5 speed.;munchlax: It wolfs down its weight in food once a day, swallowing food whole with almost no chewing. munchlax is 6 decimeters tall. munchlax weighs 1050 hectograms. munchlax has 135 HP. munchlax has 85 attack points. munchlax has 40 defense points. munchlax has 40 special attack. munchlax has 85 special defense. munchlax has 5 speed.
447;riolu;7;202;40;70;40;35;40;60;{fighting};232;The aura that emanates from its body intensifies to alert others if it is afraid or sad.;riolu: The aura that emanates from its body intensifies to alert others if it is afraid or sad.;Riolu is 7 decimeters tall.;Riolu weighs 202 hectograms.;Riolu has 40 HP.;Riolu has 70 attack points.;Riolu has 40 defense points.;Riolu has 35 special attack.;Riolu has 40 special defense.;Riolu has 60 speed.;riolu: The aura that emanates from its body intensifies to alert others if it is afraid or sad. riolu is 7 decimeters tall. riolu weighs 202 hectograms. riolu has 40 HP. riolu has 70 attack points. riolu has 40 defense points. riolu has 35 special attack. riolu has 40 special defense. riolu has 60 speed.
448;lucario;12;540;70;110;70;115;70;90;{fighting,steel};232;It has the ability to sense the auras of all things. It understands human speech.;lucario: It has the ability to sense the auras of all things. It understands human speech.;Lucario is 12 decimeters tall.;Lucario weighs 540 hectograms.;Lucario has 70 HP.;Lucario has 110 attack points.;Lucario has 70 defense points.;Lucario has 115 special attack.;Lucario has 70 special defense.;Lucario has 90 speed.;lucario: It has the ability to sense the auras of all things. It understands human speech. lucario is 12 decimeters tall. lucario weighs 540 hectograms. lucario has 70 HP. lucario has 110 attack points. lucario has 70 defense points. lucario has 115 special attack. lucario has 70 special defense. lucario has 90 speed.
